paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
139,147,,Obstacle Avoidance Method in Real Space for Virtual Reality Immersion,"[""Virtual Reality"","" immersive feeling"","" walking assistance""]",17,16,1,22,25,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,17,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""Friedman-test; Wilcoxon signed rank""]","""""","""""",1,,,No,,06,19.45,11.12,8.28,4.15,45.08,3.89,2.78,2.07,4.15,3.22,-33,3.08,0.22,Yes,4.45,-0.88,-3.72,1.15,0.89,-0.22,-0.93,1.15,,1,K Kanamori; N Sakata; T Tominaga�,2018,��on Mixed and��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8613753/,https://scholar.google.com/scholar?cites=17339562296554789106&as_sdt=2005&sciodt=0;5&hl=en,285,43628,,,,,,,,,1,1,0,4,1,YES,Obstacle Avoidance,Mean(IQR),No,,,Class Low,Class Moderate,Class Low,Class Low,Class Moderate
140,148,,Heading computation in the human retrosplenial complex during full-body rotation,[],20,9,11,20,46,30.25,7.68,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""Spatial orientation""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,20,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After"",""Unknown""]",No,[],"""""","""""",1,,,No,,06,21.55,11,6.2,3.63,42.84,4.31,2.75,1.55,3.63,3.06,-33,0.84,0.06,Yes,6.55,-1,-5.8,0.63,1.31,-0.25,-1.45,0.63,,1,K Gramann; FU Hohlefeld; L Gehrke; M Klug,2018,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/417972v1.abstract,https://scholar.google.com/scholar?cites=1668619713447027396&as_sdt=2005&sciodt=0;5&hl=en,286,43628,,,,,,,,,1,1,0,4,1,YES,,Preprint,No,,,Class Low,Class High,Class Low,Class Low,Class Low
141,149,,Within-and between-session prefrontal cortex response to virtual reality exposure therapy for acrophobia,"[""VRET"","" prefrontal cortex"","" fNIRS"","" phobia"","" virtual reality"","" anxiety""]",13,,,,,42.30,16.57,"[""Projection Display""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""Exposure Therapy""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",50,13,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,"[""Correlation analysis""]","""""","""""",1,,,No,,17,26.45,15.84,15.84,5.38,65.1,5.29,3.96,3.96,5.38,4.65,-33,9.1,0.65,Yes,6.45,-0.16,-0.16,1.38,1.29,-0.04,-0.04,1.38,,1,A Landowska; D Roberts; P Eachus�,2018,Frontiers in human��,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6221970/,https://scholar.google.com/scholar?cites=10200413578083259654&as_sdt=2005&sciodt=0;5&hl=en,301,43628,HTML,,,,,,,,1,1,0,4,1,YES,Exposure Therapy,Unknown Scale,Yes,In general participants reported moderate level of presence,,Class Moderate,Class Moderate,Class Low,Class Moderate,Class Moderate
143,151,,"Presence, Behavioural Realism and Performances in Driving Simulation","[""virtual reality"","" driving simulation"","" presence"","" autonomous behaviour"","" user experience"","" performance evaluation""]",36,26,10,,,31,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Education and training"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,36,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,-33,6.7,1.04,0.4,1.11,9.8,1.34,0.26,0.1,1.11,0.7,-33,9.8,0.7,Yes,6.7,1.04,0.4,1.11,1.34,0.26,0.1,1.11,,1,N Pallamin; C Bossard,2016,IFAC-PapersOnLine,Elsevier,https://www.sciencedirect.com/science/article/pii/S2405896316321917,https://scholar.google.com/scholar?cites=17926648975972794852&as_sdt=2005&sciodt=0;5&hl=en,39,43628,,,,,,,,,1,0.33,1,2,3,YES,Simulation,,No,,,Class Moderate,Class High,Class Moderate,Class High,Class Moderate
144,152,,Head turn scaling below the threshold of perception in immersive virtual environments,"[""presence"","" perception"","" head tracking manipulation"","" empirical study"","" virtual reality"","" immersive virtual environments""]",13,12,1,19,45,30.31,8.43,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",,13,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""Unknown""]",No,"[""ANOVA"",""Shapiro-Wilk-Test; Bravais-Pearson-correlation""]","""""","""""",1,,,No,,06,22.4,13.2,11.52,4.1,51.66,4.48,3.3,2.88,4.1,3.69,-33,9.66,0.69,Yes,7.4,1.2,-0.48,1.1,1.48,0.3,-0.12,1.1,,1,M Westhoven; D Paul; T Alexander,2016,��of the 22nd ACM Conference on��,dl.acm.org,https://dl.acm.org/citation.cfm?id=2993385,https://scholar.google.com/scholar?cites=18088468939950426299&as_sdt=2005&sciodt=0;5&hl=en,75,43628,,,,,,,,,1,0.33,0,3,3,YES,Perception,,No,,,Class Moderate,Class High,Class Moderate,Class Moderate,Class Moderate
146,154,,Influence of hearing your steps and environmental sounds in VR while walking,"[""Virtual Reality"","" Presence"","" Soundscape"","" Footsteps"","" IPQ"","" head-mounted display""]",40,11,29,18,34,22.95,4.44,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",,40,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",3,,,No,,-33,0.8,-1.12,-3.36,0.25,-2.52,0.16,-0.28,-0.84,0.25,-0.18,-33,-2.52,-0.18,Yes,0.8,-1.12,-3.36,0.25,0.16,-0.28,-0.84,0.25,,0,AC Kern; W Ellermeier,2018,2018 IEEE 4th VR Workshop on Sonic��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8577177/,,93,43628,,,,,,,,,0,0,0,2,1,YES,Presence,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
147,155,,"Physical Presence, Social Presence, and Anxiety in Participants with Social Anxiety Disorder During Virtual Cue Exposure","[""virtual reality exposure therapy"","" social anxiety disorder"","" physical presence"","" social presence"","" state anxiety"","" heart rate""]",24,,17,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""German""]","""Not Sure""","""""",15,1,"""Study 1""",5,24,,9/8,,,22.83/24.08,1.749/2.539,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,21.95,17,13.2,4.35,56.98,4.39,4.25,3.3,4.35,4.07,-33,0.98,0.07,Yes,1.95,1,-2.8,0.35,0.39,0.25,-0.7,0.35,,0,A Felnhofer; H Hlavacs; L Beutl�,2019,��; Behavior; and Social��,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/cyber.2018.0221,,113,43628,,,,,,,,,0,0,0,4,1,YES,Exposure Therapy,,No,Overall score ranging from 14 to 98,,Class Low,Class Low,Class Low,Class Low,Class Low
149,157,,Visually Induced Motion Sickness in 360° Videos: Comparing and Combining Visual Optimization Techniques,"[""VR sickness"","" cybersickness"","" 360\u00BA video"","" cinematic VR"","" field of view"","" content analysis"","" optical flow""]",12,6,6,23,47,29.9,6.76,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""Motion Sickness""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",3.42,12,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA"",""Pearson\u2019s product-moment correlation""]","""""","""""",1,,,No,,06,16.2,12.36,10.08,3.21,42.14,3.24,3.09,2.52,3.21,3.01,-33,0.14,0.01,Yes,1.2,0.36,-1.92,0.21,0.24,0.09,-0.48,0.21,,0,P Bala; D Dionísio; V Nisi…,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8699261/,,332,43676,,,,,,,,,0,0,0,4,,DUPLICATED,,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
150,158,,"A comparative study of virtual reality methods of interaction and locomotion based on presence, cybersickness and usability","[""Human-computer interaction"","" Virtual reality"","" Interaction Techniques"","" Virtual environment modeling""]",48,24,24,18,62,30.59,11.996,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,48,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""Unknown""]",No,"[""Friedman\u2019s test; Wilcoxon Signed-Ranks""]","""""","""""",1,,,No,,06,23.95,17.84,12.16,5.11,60.9,4.79,4.46,3.04,5.11,4.35,-33,18.9,1.35,Yes,8.95,5.84,0.16,2.11,1.79,1.46,0.04,2.11,,0,J Mayor; L Raya; A Sanchez,2019,IEEE Transactions on Emerging��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8708972/,,256,43628,,,,,,,,,0,0,0,3,1,YES,Interaction Techniques,,No,,,Class Exceptional,Class Very High,Class Exceptional,Class High,Class Exceptional
152,160,,Evaluating the Effects of Realistic Communication Disruptions in VR Training for Aerial Firefighting,"[""Virtual Reality"","" Simulation"","" Radio communications"","" Emergency services"","" Aerial firefighting""]",25,22,3,,,,,"[""3D Graphics - Monoscopic""]","[""Surround sound""]","[""Education and training""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,25,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,26.55,18.4,12.4,5.72,65.52,5.31,4.6,3.1,5.72,4.68,-33,9.52,0.68,Yes,6.55,2.4,-3.6,1.72,1.31,0.6,-0.9,1.72,,0,RMS Clifford; S Hoermann; N Marcadet�,2018,��on Virtual Worlds��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8493423/,,277,43628,,,,,,,,,0,0,0,4,1,YES,Training,,No,,,Class Moderate,Class High,Class Moderate,Class Low,Class High
153,161,,Virtual Reality Conferencing,"[""virtual reality"","" virtual reality conferencing"","" virtual collaboration""]",10,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Interaction techniques"",""Other""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,10,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,06,23.2,15.92,12.48,4,55.16,4.64,3.98,3.12,4,3.94,-33,13.16,0.94,Yes,8.2,3.92,0.48,1,1.64,0.98,0.12,1,,0,PD Pazour; A Janecek�,2018,2018 IEEE International��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8613638/,,296,43628,,,,,,,,,0,0,0,3,1,YES,Tele-conference,,No,,,Class High,Class High,Class High,Class High,Class Moderate
155,163,,Comfortable Immersive Analytics with the VirtualDesk Metaphor: Case Studies and Perspectives,[],44,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""Immersive""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",25,44,,,,,,,"""between-subject""","""each component""",Each Condition,"""Chart""","[""Unknown""]",No,[],"""""","""""",1,,,No,,17,23.05,15.56,12.36,4.71,57.12,4.61,3.89,3.09,4.71,4.08,-33,1.12,0.08,Yes,3.05,-0.44,-3.64,0.71,0.61,-0.11,-0.91,0.71,,0,JA Wagner Filho; CMDS Freitas�,2019,IEEE computer graphics��,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8640072/,,308,43628,,,,,,,,,0,0,0,3,1,YES,Immersion,,Yes,Between Study,,Class Low,Class Low,Class Low,Class Low,Class Low
157,165,,ReflectiveSpineVR: an immersive spine surgery simulation with interaction history capabilities,"[""Immersive Simulation"","" Spine Surgery"","" Interaction History"","" Education""]",6,5,1,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Education and training"",""Healthcare and clinical therapies""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,6,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,30,16.4,13.64,6,68.32,6,4.1,3.41,6,4.88,-33,12.32,0.88,Yes,10,0.4,-2.36,2,2,0.1,-0.59,2,,0,AE Mostafa; WHA Ryu; K Takashima; S Chan�,2017,Proceedings of the 5th��,dl.acm.org,https://dl.acm.org/citation.cfm?id=3132174,,315,43628,,,,,,,,,0,0,0,5,2,YES,Simulation,,No,,,Class High,Class Exceptional,Class Low,Class Low,Class Very High
159,167,,The Influence of Visual Realism on the Sense of Presence in Virtual Environments,[],52,32,20,18,48,22.81,5.94,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,52,,,,,,,"""within-subject""","""each component""",Each Condition Interaction,"""Other""","[""After""]",No,"[""ANOVA"",""Pearson correlations""]","""""","""""",1,,,Yes,,17,20.75,16.04,8.96,4.22,51.24,4.15,4.01,2.24,4.22,3.66,-33,-4.76,-0.34,Yes,0.75,0.04,-7.04,0.22,0.15,0.01,-1.76,0.22,,0,Y Toczek,2016,,research.tue.nl,https://research.tue.nl/files/46946153/855787-1.pdf,,169,43628,PDF,,,,,,,,0,0,0,1,3,YES,Presence,Unknown Scale,Yes,Scale may be from 1 to 7 based on the questionnaire,,Class Low,Class Low,Class Low,Class Low,Class Low
162,170,,Towards lean and elegant self-motion simulation in virtual reality,"[""Vection"","" self-motion illusion"","" spatial orientation"","" virtual reality"","" motion simulation"","" human factors"","" psychophysics"","" multi-modal cue integration"","" vibrations"","" auditory cues""]",53,,,,,,,"[""Projection Display""]","[""Surround sound""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,3,"""Study 1""",,12,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,"[""TTest"",""two-tailed t-test""]","""""","""""",1,,,No,,17,17.6,16.4,13.52,3.88,52.08,3.52,4.1,3.38,3.88,3.72,-33,-3.92,-0.28,Yes,-2.4,0.4,-2.48,-0.12,-0.48,0.1,-0.62,-0.12,,79,BE Riecke; J Schulte-Pelkum…,2005,… . VR 2005. Virtual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,No,,,Class Low,Class Low,Class Low,Class Low,Class Low
162,171,,Towards lean and elegant self-motion simulation in virtual reality,"[""Vection"","" self-motion illusion"","" spatial orientation"","" virtual reality"","" motion simulation"","" human factors"","" psychophysics"","" multi-modal cue integration"","" vibrations"","" auditory cues""]",53,,,,,,,"[""Projection Display""]","[""Surround sound""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,3,"""Study 2""",,22,,,,,,,"""between-subject""","""each component""",Each Condition,"""Chart""","[""Unknown""]",No,"[""TTest""]","""""","""""",1,,,No,,17,21.65,20.24,17.72,5.12,66.22,4.33,5.06,4.43,5.12,4.73,-33,10.22,0.73,Yes,1.65,4.24,1.72,1.12,0.33,1.06,0.43,1.12,,79,BE Riecke; J Schulte-Pelkum…,2005,… . VR 2005. Virtual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,No,,,Class High,Class Low,Class Very High,Class Very High,Class Moderate
162,172,,Towards lean and elegant self-motion simulation in virtual reality,"[""Vection"","" self-motion illusion"","" spatial orientation"","" virtual reality"","" motion simulation"","" human factors"","" psychophysics"","" multi-modal cue integration"","" vibrations"","" auditory cues""]",53,,,,,,,"[""Projection Display""]","[""Surround sound""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,3,"""Study 3""",,19,,,,,,,"""within-subject""","""each component""",Each Condition,"""Chart""","[""Unknown""]",No,"[""TTest""]","""""","""""",1,,,No,,17,22.55,15.56,15.36,4.21,57.54,4.51,3.89,3.84,4.21,4.11,-33,1.54,0.11,Yes,2.55,-0.44,-0.64,0.21,0.51,-0.11,-0.16,0.21,,79,BE Riecke; J Schulte-Pelkum…,2005,… . VR 2005. Virtual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/1492765/,https://scholar.google.com/scholar?cites=3287997044791535940&as_sdt=2005&sciodt=0;5&hl=en,48,43627,,,,,,,,,79,5.64,26,3,,YES,Vection,,No,,,Class Low,Class Low,Class Low,Class Moderate,Class Low
167,177,,Preliminary findings on the Virtual Environment for Radiotherapy Training (VERT) system: simulator sickness and presence,"[""VERT"","" SSQ"","" sickness"","" presence"","" radiotherapy""]",75,,,,,28.3,11.8,"[""Projection Display""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",67.9,75,,,,,,,"""within-subject""","""each component""",Whole Study,"""Chart""","[""After""]",No,"[""Spearman\u2019s correlation""]","""""","""""",1,,,No,,06,17,11.2,10.4,4.25,45.64,3.4,2.8,2.6,4.25,3.26,-33,3.64,0.26,Yes,2,-0.8,-1.6,1.25,0.4,-0.2,-0.4,1.25,,9,DM Flinton; N White,2009,Journal of Radiotherapy in Practice,cambridge.org,https://www.cambridge.org/core/journals/journal-of-radiotherapy-in-practice/article/preliminary-findings-on-the-virtual-environment-for-radiotherapy-training-vert-system-simulator-sickness-and-presence/3E22777C5B4B3CB520314E3D82E30F3F,https://scholar.google.com/scholar?cites=7889578849703016578&as_sdt=2005&sciodt=0;5&hl=en,302,43627,,,,,,,,,9,0.9,5,2,,YES,Radiotherapy Training,,No,,,Class Low,Class Low,Class Low,Class Low,Class Moderate
169,179,,Exploring vertical navigation within a virtual environment: a staircase experience,[],180,90,90,18,34,22.39,2.17,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,180,45/45,45/45,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""Chi-square analysis""]","""""","""""",1,,,No,,17,22.9,14.96,13.72,5.17,59.22,4.58,3.74,3.43,5.17,4.23,-33,3.22,0.23,Yes,2.9,-1.04,-2.28,1.17,0.58,-0.26,-0.57,1.17,,2,İS Memikoğlu,2012,,dspace.bilkent.edu.tr,http://dspace.bilkent.edu.tr/handle/11693/15845,https://scholar.google.com/scholar?cites=14799894205204665334&as_sdt=2005&sciodt=0;5&hl=en,475,43627,,,,,,,,,2,0.29,2,1,,YES,Navigation,,No,,,Class Low,Class Low,Class Low,Class Low,Class Moderate
170,180,,Live delivery of neurosurgical operating theater experience in virtual reality,"[""Virtual reality"","" 360-degree camera"","" stereoscopic VR"","" neurosurgery""]",22,17,5,,,39,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""neurosurgery""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",From 5 (some from 10 to 60 min),22,,,,,,,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,[],"""""","""""",1,,,No,,-33,6,3.52,2.4,2,16.38,1.2,0.88,0.6,2,1.17,-33,16.38,1.17,Yes,6,3.52,2.4,2,1.2,0.88,0.6,2,,2,M Salmimaa; J Kimmel; T Jokela…,2018,Journal of the …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jsid.636,https://scholar.google.com/scholar?cites=10563553625733567521&as_sdt=2005&sciodt=0;5&hl=en,563,43627,,,,,,,,,2,2,1,4,,YES,Neurosurgical,,No,,,Class Very High,Class Moderate,Class High,Class Very High,Class Very High
174,184,,"The effects of augmented virtuality on presence, workload, and input performance",[],21,,,19,25,,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology"",""Other""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,21,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""Unknown""]",No,"[""Mann-Whitney U test""]","""""","""""",1,,,No,,06,24.45,15.36,11.28,5.1,58.24,4.89,3.84,2.82,5.1,4.16,-33,16.24,1.16,Yes,9.45,3.36,-0.72,2.1,1.89,0.84,-0.18,2.1,,0,J Clarkson,2018,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/29492,,831,43627,,,,,,,,,0,0,0,1,,YES,Augmented Virtuality,,Yes,Scale might be from 0 to 6 (from chart),,Class Very High,Class Very High,Class High,Class Moderate,Class Exceptional
175,185,,Virtual Conversation: Automated free speech dialogue with a computer character,[],26,,,,,,,"[""Projection Display""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Yes""","""""",1.5,2,"""Study 1""",,24,17,7,17,66,32.6,13.4,"""within-subject""","""each component""",Whole Study,"""Other""","[""After""]",No,"[""MANOVA""]","""""","""""",1,,,No,,06,17,13.12,10.04,3.46,44.24,3.4,3.28,2.51,3.46,3.16,-33,2.24,0.16,Yes,2,1.12,-1.96,0.46,0.4,0.28,-0.49,0.46,,0,N Ter Heijden,2011,,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:f139cd09-1db6-439c-941a-f9a66dd9df6b/,,856,43627,,,,,,,,,0,0,0,1,,YES,Virtual Conversation,,No,scale from 0 to 7 to 0 to 6,,Class Low,Class Low,Class Moderate,Class Low,Class Low
175,186,,Virtual Conversation: Automated free speech dialogue with a computer character,[],26,,,,,,,"[""Projection Display""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Yes""","""""",1.5,2,"""Study 2""",,2,,,,,,,"""between-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,20.15,16.16,14.16,4.67,56.98,4.03,4.04,3.54,4.67,4.07,-33,14.98,1.07,Yes,5.15,4.16,2.16,1.67,1.03,1.04,0.54,1.67,,0,N Ter Heijden,2011,,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:f139cd09-1db6-439c-941a-f9a66dd9df6b/,,856,43627,,,,,,,,,0,0,0,1,,YES,Virtual Conversation,,No,scale from 0 to 7 to 0 to 6,,Class Very High,Class Moderate,Class High,Class Very High,Class High
176,187,,Driving performance in a power wheelchair simulator,"[""driving skills"","" driving strategies"","" presence"","" virtual reality""]",29,,,,,,,"[""3D Graphics - Monoscopic""]","[""Unknown""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,29,7/5,9/8,20/25,26/35,,,"""between-subject""","""each component""",Each Condition,"""Chart""","[""After""]",No,[],"""""","""""",1,,,No,,06,15.25,9.92,10.4,3.6,41.02,3.05,2.48,2.6,3.6,2.93,-33,-0.98,-0.07,Yes,0.25,-2.08,-1.6,0.6,0.05,-0.52,-0.4,0.6,,39,PS Archambault; S Tremblay; S Cachecho…,2012,Disability and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/17483107.2011.625072,https://scholar.google.com/scholar?cites=12991064995002855261&as_sdt=2005&sciodt=0;5&hl=en,5,43676,,,,,,,,,39,5.57,10,,,YES,Simulator,4 categories 13 questions?,No,4 categories 13 questions?,,Class Low,Class Low,Class Low,Class Low,Class Low
177,188,,How body movement influences virtual reality analgesia?,"[""Virtual Reality"","" pain"","" cold pressor test"","" movement"","" presence"","" analgesia""]",30,10,20,18/19,50/24,25.60/20.55,9.26/1.50,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",4,30,,,,,,,"""within-subject""","""each component""",Each Condition,"""Other""","[""After""]",No,"[""Non-parametric statistics; Pearson Correlation Coefficient""]","""""","""""",1,,,No,,-33,0.3,-0.4,-3,0.32,-1.68,0.06,-0.1,-0.75,0.32,-0.12,-33,-1.68,-0.12,Yes,0.3,-0.4,-3,0.32,0.06,-0.1,-0.75,0.32,,15,M Czub; J Piskorz,2014,2014 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6990185/,https://scholar.google.com/scholar?cites=2292082930132990674&as_sdt=2005&sciodt=0;5&hl=en,7,43676,,,,,,,,,15,3,8,,,YES,Analgesia,Some missing data,No,"There were few missing data points in the IPQ subscales (5 participants, each missing one subscale result). For one participant, the number of points collected in the game was not recorded. Missing data was handled by putting an averagevalue from experimental condition. ",,Class Low,Class Low,Class Low,Class Low,Class Low
178,189,,Design of an immersive simulator for assisted power wheelchair driving,[],9,,,11,38,,,"[""Projection Display""]","[""No sound""]","[""Design and visualization"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",20,1,"""Study 1""",,9,,,,,,,"""within-subject""","""each component""",Whole Study,"""Chart""","[""After""]",No,[],"""""","""""",1,,,No,,06,21.05,13.28,9.68,4.89,51.94,4.21,3.32,2.42,4.89,3.71,-33,9.94,0.71,Yes,6.05,1.28,-2.32,1.89,1.21,0.32,-0.58,1.89,,13,L Devigne; M Babel; F Nouviale…,2017,2017 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8009379/,https://scholar.google.com/scholar?cites=10980786202114750286&as_sdt=2005&sciodt=0;5&hl=en,9,43676,,,,,,,,,13,6.5,3,,,YES,Simulator,,No,,,Class Moderate,Class Moderate,Class Moderate,Class Low,Class High
