paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,condition_name,element_name,is_interaction,participant_per_element,original_rating_scale,original_total_sp,original_total_inv,original_total_real,original_total_gp,original_total_overall,original_mean_sp,original_mean_inv,original_mean_real,original_mean_gp,original_mean_overall,standard_rating_scale,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,is_scale_recover,scale_note,report_type,ranking_class,sp_ranking_class,inv_ranking_class,real_ranking_class,gp_ranking_class
27,29,,Cued fear conditioning in humans using immersive Virtual Reality,"[""Human fear conditioning"","" Fear extinction"","" Startle reflex potentiation"","" International affective picture system"","" IAPS""]",69,36,33,18,42,23.46,4.97,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Portuguese""]","""Not Sure""","""Scale from 1 to 6. Have two studies using IPQ but only report 1""",,1,"""Study 1""",,69,36,33,18,42,23.46,4.97,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,16,-99999,-99999,-99999,-99999,45.36,-99999,-99999,-99999,-99999,3.24,-33,-4.34,-0.31,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,3,"VE Quezada-Scholz, MA Laborda, C San Martín…",2022,Learning and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0023969022000236,"https://scholar.google.com/scholar?cites=16003765790934273269&as_sdt=2005&sciodt=0,5&hl=en",110,5/31/2023 16:53,HTML,,,,,,,,3,3,1,4,1,,,,Yes,,,Class Low,,,,
29,31,,Effects of Avatars on Street Crossing Tasks in Virtual Reality,"[""Virtual reality"","" Pedestrian simulator"","" Avatar"","" Street crossing""]",29,16,13,18,33,25.59,3.05,"[""3D Graphics - HMD VR/MR""]",[],"[""Design and visualization"",""Interaction techniques""]","""""","[""German""]","""Not Sure""","""""",,1,"""Study 1""",,29,16,13,18,33,25.59,3.05,"""within-subject""","""each component""","""/Mean//""","""Chart""","[""After""]",No,"["" Shapiro Wilk\u2019s test""]","""""","""""",1,,,No,,06,23.85,13.96,13.08,4.56,56.28,4.77,3.49,3.27,4.56,4.02,-33,14.28,1.02,Yes,8.85,1.96,1.08,1.56,1.77,0.49,0.27,1.56,3D Graphics - HMD VR/MR,2,"P Maruhn, S Hurst",2022,Proceedings of the 21st Congress of the International …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-74614-8_26,"https://scholar.google.com/scholar?cites=8920654632907911031&as_sdt=2005&sciodt=0,5&hl=en",257,5/31/2023 16:53,,10.1007/978-3-030-74614-8_26,,,,,,,2,2,1,2,1,,,,,,,Class High,,,,
30,32,,Identifying uncertainty states during wayfinding in indoor environments: An EEG classification study,"[""Wayfinding"","" Uncertainty"","" Mobile brain/body imaging"","" Architectural design"","" Classification""]",34,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""scale from 1 to 10""",,1,"""Study 1""",,30,21,9,20,41,26.5,6.2,"""between-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After"",""After""]",No,[],"""""","""""",1,,,No,,110,-99999,-99999,-99999,-99999,86.8,-99999,-99999,-99999,-99999,6.2,-33,6.58,0.47,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,2,"B Zhu, JG Cruz-Garza, Q Yang, M Shoaran…",2022,Advanced Engineering …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1474034622001768,"https://scholar.google.com/scholar?cites=16888567356706932360&as_sdt=2005&sciodt=0,5&hl=en",94,5/31/2023 16:53,HTML,,,,,,,,2,2,0,5,1,,,,Yes,,,Class Moderate,,,,
31,33,,"Influence of visual appearance of agents on presence, attractiveness, and agency in virtual reality","[""Agent-mediated interfaces"","" Visual appearance of avatars""]",34,13,21,19,52,29.41,8.59,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""from 1 to 6""",,1,"""Study 1""",,34,13,21,19,52,29.41,8.59,"""between-subject""","""each component""","""/Mean/SD/""","""Other""","[""Unknown""]",No,"[""Kruskal-Wallis test""]","""""","""""",1,,,No,,16,26.55,18.32,17.76,5.05,67.76,5.31,4.58,4.44,5.05,4.84,-33,22.54,1.61,Yes,10.85,5.2,4.52,1.86,2.17,1.3,1.13,1.86,3D Graphics - HMD VR/MR,2,"M Butz, D Hepperle, M Wölfel",2022,… . New Perspectives from Media Arts and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-95531-1_4,"https://scholar.google.com/scholar?cites=14081671569667524810&as_sdt=2005&sciodt=0,5&hl=en",204,5/31/2023 16:53,,10.1007/978-3-030-95531-1_4,,,,,,,2,2,1,3,1,,,,Yes,,,Class Exceptional,,,,
32,34,,Evidence for a two-step model of social group influence,[],160,34,123,18,31,,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Social Science and psychology""]","""""","[""Other""]","""Not Sure""","""Using Dutch IPQ, Two samples of participants. Sample 1 consisted of 60 participants (47 female, 10 male, 3 unknown gender, Mage = 18.67, SDage = 1.53, rangeage = 18\u201327). Sample 2 consisted of 100 participants (76 female, 24 male, Mage = 19.17, SDage = 2.03, rangeage = 18\u201331).""",,1,"""Study 1""",,160,34,123,18,31,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,26.65,14.56,13.92,5.2,61.74,5.33,3.64,3.48,5.2,4.41,-33,5.74,0.41,Yes,6.65,-1.44,-2.08,1.2,1.33,-0.36,-0.52,1.2,3D Graphics - HMD VR/MR,1,"E Cracco, U Bernardet, R Sevenhant, N Vandenhouwe…",2022,Iscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S2589004222011634,"https://scholar.google.com/scholar?cites=7341022188889027891&as_sdt=2005&sciodt=0,5&hl=en",82,5/31/2023 16:53,HTML,,,,,,,,1,1,0,5,1,,,,,,,Class Moderate,,,,
33,35,,Observing physicians acting with different levels of empathy modulates later assessed pain tolerance,[],60,,60,18,32,22.7,3.0,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,60,,60,18,32,22.7,3.0,"""within-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,-33,-99999,-99999,-99999,-99999,6.72,-99999,-99999,-99999,-99999,0.48,-33,6.72,0.48,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,1,"I Käthner, M Eidel, AS Häge, A Gram…",2022,British Journal of Health …,Wiley Online Library,https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjhp.12553,"https://scholar.google.com/scholar?cites=1818466576396917806&as_sdt=2005&sciodt=0,5&hl=en",189,5/31/2023 16:53,,10.1111/bjhp.12553,,,,,,,1,1,0,5,1,,,,,,,Class Moderate,,,,
34,36,,PanoSynthVR: Toward Light-weight 360-Degree View Synthesis from a Single Panoramic Input,[],18,9,9,,,26.78,7.65,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,18,9,9,,,26.78,7.65,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""non-parametric tests for statistical analysis""]","""Friedman and Wilcoxon (holm) as posthoc test""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,47.6,-99999,-99999,-99999,-99999,3.4,-33,5.6,0.4,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,1,"J Waidhofer, R Gadgil, A Dickson…",2022,… on Mixed and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9995104/,"https://scholar.google.com/scholar?cites=15218072759034171107&as_sdt=2005&sciodt=0,5&hl=en",183,5/31/2023 16:53,,,,,,,,,1,1,0,4,1,,,,,,,Class Moderate,,,,
35,37,,Psychoeducation on Stress and Anxiety Using Virtual Reality: A Mixed-Methods Study,"[""virtual reality"","" psychoeducation"","" stress and anxiety management"","" anxiety"","" stress"","" healthcare workers"","" COVID-19""]",20,,12,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,20,,12,,,,,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,21,13.2,13.2,5.1,55.72,4.2,3.3,3.3,5.1,3.98,-33,-0.28,-0.02,Yes,1,-2.8,-2.8,1.1,0.2,-0.7,-0.7,1.1,3D Graphics - HMD VR/MR,1,"F Pallavicini, E Orena, F Achille, M Cassa, C Vuolato…",2022,Applied Sciences,mdpi.com,https://www.mdpi.com/1824024,"https://scholar.google.com/scholar?cites=17720621557741676271&as_sdt=2005&sciodt=0,5&hl=en",133,5/31/2023 16:53,,,,,,,,,1,1,0,6,1,,,,,,,Class Low,,,,
36,38,,RealityLens: A User Interface for Blending Customized Physical World View into Virtual Reality,"[""Virtual Reality"","" Blending Reality"","" Augmented Virtuality""]",12,6,6,,,25.9,4.03,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""Two studies, only one using IPQ""",,1,"""Study 1""",,12,6,6,,,25.9,4.03,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,17,25.75,16.04,16.04,5.75,66.22,5.15,4.01,4.01,5.75,4.73,-33,10.22,0.73,Yes,5.75,0.04,0.04,1.75,1.15,0.01,0.01,1.75,3D Graphics - HMD VR/MR,1,"CH Wang, BY Chen, L Chan",2022,Proceedings of the 35th Annual ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3526113.3545686,"https://scholar.google.com/scholar?cites=78239321754370786&as_sdt=2005&sciodt=0,5&hl=en",107,5/31/2023 16:53,,10.1145/3526113.3545686,,,,,,,1,1,0,3,1,,,,,,,Class Moderate,,,,
38,40,,Virtual Reality Greenspaces: Does Level of Immersion Affect Directed Attention Restoration in VR Environments?,"[""attention restoration theory"","" directed attention fatigue"","" virtual reality"","" immersivetendency"","" perceived presence""]",120,,68,18,59,25.72,7.59,"[""3D Graphics - Monoscopic"",""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Design and visualization"",""Social Science and psychology""]","""1""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,120,,68,18,59,25.72,7.59,"""within-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""ANOVA""]","""""","""""",1,,,No,,17,-99999,-99999,-99999,-99999,66.36,-99999,-99999,-99999,-99999,4.74,-33,10.36,0.74,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,1,"D Dillon, J Cai",2022,J,mdpi.com,https://www.mdpi.com/2571-8800/5/3/23,"https://scholar.google.com/scholar?cites=6295037042105604241&as_sdt=2005&sciodt=0,5&hl=en",169,5/31/2023 16:53,,,,,,,,,1,1,1,2,1,,,,,,,Class Moderate,,,,
39,41,,Are You There? A Study on Measuring Presence in Immersive Virtual Reality,[],,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Japanese version of the IPQ""",,2,"""Study 1""",,12,10,2,21,28,23.9,1.84,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""Unknown""]",No,[],"""""","""""",1,,,No,,06,22.15,13.84,7.72,4.4,49.84,4.43,3.46,1.93,4.4,3.56,-33,7.84,0.56,Yes,7.15,1.84,-4.28,1.4,1.43,0.46,-1.07,1.4,3D Graphics - HMD VR/MR,0,"R Tamaki, T Nakajima",2022,"Virtual, Augmented and Mixed Reality: Design and …",Springer,https://link.springer.com/chapter/10.1007/978-3-031-05939-1_18,,246,5/31/2023 16:53,,10.1007/978-3-031-05939-1_18,,,,,,,0,0,0,2,1,,,,,,,Class Moderate,,,,
39,42,,Are You There? A Study on Measuring Presence in Immersive Virtual Reality,[],,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""Japanese version of the IPQ""",,2,"""Study 2""",,12,11,1,21,29,23.8,2.36,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""Unknown""]",No,"[""ANOVA"",""TTest""]","""""","""""",1,,,Yes,,06,20.6,17.32,9.52,4.17,52.5,4.12,4.33,2.38,4.17,3.75,-33,10.5,0.75,Yes,5.6,5.32,-2.48,1.17,1.12,1.33,-0.62,1.17,3D Graphics - HMD VR/MR,0,"R Tamaki, T Nakajima",2022,"Virtual, Augmented and Mixed Reality: Design and …",Springer,https://link.springer.com/chapter/10.1007/978-3-031-05939-1_18,,246,5/31/2023 16:53,,10.1007/978-3-031-05939-1_18,,,,,,,0,0,0,2,1,,,,,,,Class Moderate,,,,
40,43,,Automated mobile virtual reality cognitive behavior therapy for aviophobia in a natural setting: a randomized controlled trial,"[""Automated"","" aviophobia"","" smartphone application"","" specific phobia"","" virtual reality""]",153,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Social Science and psychology""]","""1""","[""Other""]","""Not Sure""","""The 14-item Dutch version of the Igroup Presence Questionnaire was administered at post-test to the intervention group only.""",,1,"""Study 1""",,54,,64,,,41,12.50,"""within-subject""","""whole questionnaire""","""TotalScore//SD/""","""Other""","[""Unknown""]",No,[],"""""","""""",1,,,No,,-33,-99999,-99999,-99999,-99999,-1.26,-99999,-99999,-99999,-99999,-0.09,-33,-1.26,-0.09,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,"T Donker, JR Fehribach, C Van Klaveren…",2022,Psychological …,cambridge.org,https://www.cambridge.org/core/journals/psychological-medicine/article/automated-mobile-virtual-reality-cognitive-behavior-therapy-for-aviophobia-in-a-natural-setting-a-randomized-controlled-trial/499676D850CE13DA6B33C585E5D62D14,,157,5/31/2023 16:55,,,,,,,,,0,0,0,4,1,,,,,,,Class Low,,,,
41,44,,Comparison of the Effect of Exposing Users for Height While Being Active Versus Passive in a Virtual Environment-A Pilot Study,"[""Virtual reality"","" Exposure treatment"","" Acrophobia""]",22,12,10,20,52,28.3,8.86,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,22,12,10,20,52,28.3,8.86,"""within-subject""","""each item""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,19.65,16.76,12.8,4.9,56.84,3.93,4.19,3.2,4.9,4.06,-33,14.84,1.06,Yes,4.65,4.76,0.8,1.9,0.93,1.19,0.2,1.9,3D Graphics - HMD VR/MR,0,"G Alce, F Hanserup, K Palm",2022,"… Conference, XR Salento 2022, Lecce, Italy …",Springer,https://link.springer.com/chapter/10.1007/978-3-031-15546-8_2,,250,5/31/2023 16:53,,10.1007/978-3-031-15546-8_2,,,,,,,0,0,0,3,1,,,,,,,Class High,,,,
42,45,,Do People Matter? Presence and Prosocial Decision-making in Virtual Reality,"[""Virtual Reality"","" perceived agency"","" presence"","" prosocial behaviour"","" decision making""]",32,22,10,,,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Entertainment and game"",""Social Science and psychology""]","""""","[""English""]","""Not Sure""","""The total overall presence scores range from 14 to 84. So scale from 1 to 6, but score for GP \u003E 6, so adjusted scale to 14 to 98""",,1,"""Study 1""",,32,22,10,,,,,"""between-subject""","""each component""","""TotalScore//SD/""","""Other""","[""After""]",No,"[""TTest"",""2-tailed t-test""]","""""","""""",1,,,No,,17,29.9,20.48,16.28,6.06,74.34,5.98,5.12,4.07,6.06,5.31,-33,18.34,1.31,Yes,9.9,4.48,0.28,2.06,1.98,1.12,0.07,2.06,3D Graphics - HMD VR/MR,0,"S Wei, A Bramwell-Dicks",2022,35th International BCS Human …,scienceopen.com,https://www.scienceopen.com/hosted-document?doi=10.14236/ewic/HCI2022.30,,243,5/31/2023 16:53,,10.14236/ewic/HCI2022.30,,,,,,,0,0,0,2,1,,,,,,,Class Very High,,,,
43,46,,Experiences of Patients and Therapists Testing a Virtual Reality Exposure App for Symptoms of Claustrophobia: Mixed Methods Study,"[""virtual reality"","" exposure therapy"","" anxiety disorders"","" claustrophobia"","" think-aloud"","" mixed methods"","" virtual reality exposure therapy"","" VR"","" anxiety"","" therapy"","" mental health"","" user experience"","" perspective""]",30,17,13,,,40.14,14.33,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Healthcare and clinical therapies"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,30,,,,,,,"""between-subject""","""whole questionnaire""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,06,-99999,-99999,-99999,-99999,53.76,-99999,-99999,-99999,-99999,3.84,-33,11.76,0.84,No,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,3D Graphics - HMD VR/MR,0,"G Mayer, N Gronewold, K Polte, S Hummel…",2022,JMIR Mental …,mental.jmir.org,https://mental.jmir.org/2022/12/e40056,,85,5/31/2023 16:53,HTML,,,,,,,,0,0,0,5,1,,,,,,,Class High,,,,
44,47,,Increasing the effectiveness of human-computer interfaces for mental health interventions,[],56,,35,18,27,20.32,1.71,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Healthcare and clinical therapies"",""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,56,,35,18,27,20.32,1.71,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,"[""TTest""]","""""","""""",1,,,No,,-33,3.6,-0.68,-1.48,0.59,2.66,0.72,-0.17,-0.37,0.59,0.19,-33,2.66,0.19,Yes,3.6,-0.68,-1.48,0.59,0.72,-0.17,-0.37,0.59,3D Graphics - HMD VR/MR,0,D Gall,2022,,opus.bibliothek.uni-wuerzburg.de,https://opus.bibliothek.uni-wuerzburg.de/frontdoor/index/index/docId/23012,,272,5/31/2023 16:53,,,,,,,,,0,0,0,1,1,,,,,,,Class Low,,,,
45,48,,Investigating the Influence of Gaze-and Context-Adaptive Head-up Displays on Take-Over Requests,"[""Automated Vehicles"","" Head-up Displays"","" Take-Over Requests"","" SAE Level 3"","" Gaze-Interaction"","" Warning Cue Design"","" Warning Continuity""]",12,10,2,22,32,25.83,3.56,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,12,10,2,22,32,25.83,3.56,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,17,27.1,16.24,13.92,5.25,63.7,5.42,4.06,3.48,5.25,4.55,-33,7.7,0.55,Yes,7.1,0.24,-2.08,1.25,1.42,0.06,-0.52,1.25,3D Graphics - HMD VR/MR,0,"H Detjen, S Faltaous, J Keppel, M Prochazka…",2022,Proceedings of the 14th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3543174.3546089,,134,5/31/2023 16:53,,10.1145/3543174.3546089,,,,,,,0,0,0,5,1,,,,,,,Class Moderate,,,,
46,49,,Sviluppo di un sistema per l'interazione con oggetti reali contestualizzati in ambienti di Realtà Mixata,[],10,6,4,21,41,,,"[""3D Graphics - HMD VR/MR""]","[""Unknown""]","[""Design and visualization"",""Interaction techniques""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,10,6,4,21,41,,,"""within-subject""","""each component""","""/Mean/SD/""","""Chart""","[""After""]",No,[],"""""","""""",1,,,No,,06,21,15.6,14,4.2,55.3,4.2,3.9,3.5,4.2,3.95,-33,13.3,0.95,Yes,6,3.6,2,1.2,1.2,0.9,0.5,1.2,3D Graphics - HMD VR/MR,0,"B Paoletti, M Pizzo",2022,,unire.unige.it,http://unire.unige.it/handle/123456789/4267,,278,5/31/2023 16:53,,,,,,,,,0,0,0,2,1,,,,,,,Class High,,,,
47,50,,Therapeutic Virtual Reality: Implementing the Next Frontier in Mental Healthcare,[],3,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Surround sound""]","[""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""",""" IPQ scores for Participant C for session 1 only""",,1,"""Study 1""",,3,,,,,,,"""within-subject""","""each component""","""TotalScore//SD/""","""Other""","[""Unknown""]",No,[],"""""","""""",1,,,No,,06,19.65,15.16,9.68,4.5,51.24,3.93,3.79,2.42,4.5,3.66,-33,9.24,0.66,Yes,4.65,3.16,-2.32,1.5,0.93,0.79,-0.58,1.5,3D Graphics - HMD VR/MR,0,OS Chung,2022,,scholar.archive.org,https://scholar.archive.org/work/csrmmfmkdrcixephp6ijkikvmi/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/36799083/OliviaChung_PhDThesis_Amendment_final.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1661531364&Signature=1FJD361kY12QTVZst3Jq9V2AMRI%3D,,256,5/31/2023 16:53,PDF,,,,,,,,0,0,0,1,1,,,,,,,Class Moderate,,,,
48,51,,Two-step communication for the interaction between automated vehicles and pedestrians,"[""automated vehicles"","" vehicle-pedestrian interaction"","" external human machine interface"","" active pitch motion"","" implicit communication""]",33,,,,,,,"[""3D Graphics - HMD VR/MR""]","[""Stereo sound""]","[""Interaction techniques"",""Social Science and psychology""]","""""","[""Not Mentioned""]","""Not Sure""","""""",,1,"""Study 1""",,30,22,8,23,59,26.53,10.08,"""within-subject""","""each component""","""/Mean/SD/""","""Other""","[""After""]",No,[],"""""","""""",1,,,No,,06,22.5,17.12,12.2,4.63,57.68,4.5,4.28,3.05,4.63,4.12,-33,15.68,1.12,Yes,7.5,5.12,0.2,1.63,1.5,1.28,0.05,1.63,3D Graphics - HMD VR/MR,0,"J Bindschädel, I Krems, A Kiesel",2022,… research part F: traffic psychology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1369847822001930,,86,5/31/2023 16:53,HTML,,,,,,,,0,0,0,3,1,,,,,,,Class High,,,,
