paperid,studyid,reportid,title,keywords,number_of_total_participants,number_of_total_male,number_of_total_female,from_age,to_age,mean_age,sd_age,type_of_visual_display,type_of_audio,type_of_applications,specific_terms,ipq_in_language,is_ipq_used_right,paper_note,total_duration,number_of_user_studies,study_name,duration_of_stay,number_of_study_participants,number_of_study_male,number_of_study_female,from_age_study,to_age_study,mean_age_study,sd_age_study,experiment_design,how_score_is_reported,report_style,report_form,when_the_questionnaire_is_filled,is_score_reported_for_each_time,analysis_techniques,posthoc_tests,finding,number_of_conditions,score_scale,condition_name,element_name,is_interaction,participant_per_element,totalSP,totalINV,totalREAL,totalGP,totalTOTAL,meanSP,meanINV,meanREAL,meanGP,meanTOTAL,sdSP,sdINV,sdREAL,sdGP,sdTOTAL,otherSP,otherINV,otherREAL,otherGP,otherTOTAL,cites,authors,year,source,publisher,articleURL,citesURL,gsRank,queryDate,type,doi,issn,citationURL,volume,issue,startPage,endPage,ecc,citesPerYear,citesPerAuthor,authorCount,age,isIPQUsed,topic,note,standard_total,standard_total_each_item,is_subscale_fully_reported,standard_sp,standard_inv,standard_real,standard_gp,standard_sp_each_item,standard_inv_each_item,standard_real_each_item,standard_gp_each_item,visual_display,likert_scale,rating_scale,file,class,class_num,class_sp,class_inv,class_real,class_gp
151,164,402,Public speaking anxiety decreases within repeated virtual reality training sessions,,19,10,9,18,76,35.47,15.46,3D Graphics - HMD VR,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,19,10,9,18,76,35.47,15.46,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Condition,No,19,20.26,16.63,10,4.68,,4.052,4.1575,2.5,4.68,,,,,,,,,,,,4,Marcel Takac; James Collett; Kristopher J. Blom; Russell Conduit; Imogen Rehm; Alexander De Foe,2019,PloS one,journals.plos.org,https://journals.plos.org/plosone/article/file?type=printable&id=10.1371/journal.pone.0216288,https://scholar.google.com/scholar?cites=12724696311826259888&as_sdt=2005&sciodt=0;5&hl=en,641,43929.88681,PDF,,,,,,,,4,4,1,6,1,YES,,,9.57,0.68357146,TRUE,5.26,4.63,-2,1.68,1.052,1.1575,-0.5,1.68,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class V,Class IV,Class VI,Class IV
152,165,403,Questionnaires embedded in virtual environments: reliability and positioning of rating scales in virtual environments,Virtual reality; Subjective rating; Test method,27,,13,18,47,29.92,6.86,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,27,,13,18,47,29.92,6.86,within-subject,each component,/Mean/SD/,Chart,After,No,ANOVA,,,2,6,Condition,PencelPaper,No,54,,,,,,4.49,3.52,2.72,4.59,,,,,,,,,,,,1,Georg Regal; Jan-Niklas Voigt-Antons; Steven Schmidt; Johann Schrammel; Tanja Kojić; Manfred Tscheligi & Sebastian Möller,2019,Quality and User Experience,Springer,https://link.springer.com/article/10.1007/s41233-019-0029-1,https://scholar.google.com/scholar?cites=4302952179014993844&as_sdt=2005&sciodt=0;5&hl=en,838,43929.88681,,,,,,,,,1,1,0,4,1,YES,,,9.155,0.6539285,TRUE,7.1499996,1.5999999,-1.16,1.5649999,1.4300001,0.39999998,-0.29,1.5649999,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class IV,Class V,Class V,Class IV
153,166,405,Read-the-game: System for skill-based visual exploratory activity assessment with a full body virtual reality soccer simulation,,24,17,7,19,30,22.95,3.31,3D Graphics - HMD VR,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,24,17,7,19,30,22.95,3.31,within-subject,each component,/Mean/SD/,Other,After,No,Shapiro-Wilk Test,,,1,6,Condition,Condition,No,24,20.9583,15.3333,11.5833,4.6667,52.5417,4.19166,3.833325,2.895825,4.6667,,,,,,,,,,,,0,César Daniel Rojas Ferrer; Hidehiko Shishido; Itaru Kitahara; Yoshinari Kameda,2020,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230042,,889,43929.88681,HTML,,,,,,,,0,0,0,4,1,YES,,,10.5416,0.7529714,TRUE,5.9583,3.3333004,-0.4167,1.6667,1.19166,0.8333251,-0.104175,1.6667,3D Graphics - HMD VR,7-point,Fair,Each Study,Class IV,4,Class V,Class IV,Class V,Class IV
156,169,413,The Effect of Elastic Feedback on the Perceived User Experience and Presence of Travel Methods in Immersive Environments,,24,,,19,29,23,,3D Graphics - HMD VR,No sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,24,,,19,29,23,,within-subject,each component,/Mean/SD/,Chart,After,No,ANOVA,,,2,-33,FM,EL,No,48,,,,,,1.263157895,0.039473684,-0.934210526,0.75,,,,,,,,,,,,0,Tobias Günther; Lars Engeln; Sally J. Busch; Rainer Groh,2019,2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8798119/,,776,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,-33.74342,-2.4102442,TRUE,-7.4013157,-10.842105,-13.789474,-1.7105263,-1.4802631,-2.7105262,-3.4473684,-1.7105263,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
157,170,415,The effect of game–based immersive virtual reality learning environment on learning outcomes: designing an intrinsic integrated educational game for pre–class learning,Augmented and virtual reality; games; secondary education; improving classroom teaching; interactive learning environments,100,,,13,16,,,3D Graphics - HMD VR,Unknown,Education and training;Entertainment and game;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,100,,,13,16,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,1,17,Group,Overall,No,100,,,,,,4.99,4.27,3.73,4.85,,1.64,1.9,2.01,1.63,,,,,,,1,Aili Shi; Yamin Wang & Nan Ding,2019,Interactive Learning Environments,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10494820.2019.1681467,https://scholar.google.com/scholar?cites=7663756340603146582&as_sdt=2005&sciodt=0;5&hl=en,887,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,19.8,1.4142855,TRUE,9.95,5.08,2.92,1.85,1.99,1.27,0.73,1.85,3D Graphics - HMD VR,7-point,Fair,Each Study,Class III,3,Class III,Class III,Class III,Class IV
158,171,416,The Effect of Presence and Appearance of Guides in Virtual Reality Exhibitions,Virtual reality; VR; Virtual avatar; Presence; Co-Presence; Uncanny valley effect,20,,9,19,31,23.3,3.45,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,20,,9,19,31,23.3,3.45,within-subject,each component,/Mean/SD/,Other,After,No,Chi-square,,,4,6,Condition,Real,No,80,,,,,,4.625454545,3.956363636,4.465454545,5.149090909,4.436363636,,,,,,,,,,,1,Rufat Rzayev; Gürkan Karaman; Katrin Wolf; Niels Henze; Valentin Schwind,2019,MuC'19: Proceedings of Mensch und Computer 2019,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3340764.3340802,https://scholar.google.com/scholar?cites=9716417567070649920&as_sdt=2005&sciodt=0;5&hl=en,736,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,15.596365,1.114026,TRUE,7.7818184,4.2763634,1.7890909,1.7490909,1.5563636,1.0690908,0.44727272,1.7490909,3D Graphics - HMD VR,7-point,Fair,Each Study,Class III,3,Class IV,Class IV,Class IV,Class IV
159,172,420,Toward Virtual Stress Inoculation Training of Prehospital Healthcare Personnel: A Stress-Inducing Environment Design and Investigation of an Emotional Connection Factor,Stress; training; emergency healthcare personnel; virtual reality; storytelling; emotional connection; presence,60,,,21,48,,,3D Graphics - HMD VR,Stereo sound,Education and training;Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,60,,,21,48,,,between-subject,each component,/Mean/SD/,Chart,After,No,,,,1,-33,Group,Overall,No,60,,,,,,1,0.6,0.05,1,,,,,,,,,,,,1,Mores Prachyabrued; Disathon Wattanadhirach; Richard B. Dudrow; Nat Krairojananan; Pusit Fuengfoo,2019,2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8797705/,https://scholar.google.com/scholar?cites=10091377123105683699&as_sdt=2005&sciodt=0;5&hl=en,674,43929.88681,,,,,,,,,1,1,0,3,1,YES,,,-33.4,-2.3857143,TRUE,-10,-9.6,-11.8,-2,-2,-2.4,-2.95,-2,3D Graphics - HMD VR,7-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
160,173,421,Virtual Reality Forge: Pattern-Oriented Authoring of Virtual Reality Nuggets,Pattern-Based Virtual Reality; Laymen Authoring; Microlearning,17,,10,26,52,35.29,7.74,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,German,Not Sure,,,1,Study 1,,17,,10,26,52,35.29,7.74,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,17,,,,,,5.31,4.14,2.76,4.07,,0.56,1.01,0.96,0.72,,,,,,,0,Robin Horst; Ralf Dörner,2019,VRST '19: 25th ACM Symposium on Virtual Reality Software and Technology,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359996.3364261,,694,43929.88681,,,,,,,,,0,0,0,2,1,YES,,,16.22,1.1585715,TRUE,11.55,4.56,-0.96,1.07,2.31,1.14,-0.24,1.07,3D Graphics - HMD VR,7-point,Fair,Each Study,Class III,3,Class II,Class IV,Class V,Class V
161,174,422,Authoring tools for creating 360 multisensory videos—Evaluation of different interfaces,,48,24,24,17,47,23.43,5.892,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,48,24,24,17,47,23.43,5.892,within-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,6,15,DisplayxGender,DesktopxMale,No,144,,,,,,3.563,3.219,2.35,3.286,,0.666,0.807,0.573,0.58,,,,,,,1,Hugo Coelho; Miguel Melo; Luís Barbosa; José Martins; Mário Sérgio Teixeira; Maximino Bessa,2019,Expert Systems,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12418,https://scholar.google.com/scholar?cites=10087219855199090926&as_sdt=2005&sciodt=0;5&hl=en,640,43929.88681,,,,,,,,,1,1,0,5,1,YES,,,5.653,0.4037857,TRUE,6.87625,0.626,-2.5749998,0.72574997,1.3752501,0.1565,-0.64374995,0.72574997,3D Graphics - Monoscopic,5-point,Fair,Each Study,Class V,5,Class IV,Class VI,Class VI,Class VI
162,175,428,A Comparative Study Between Wired and Wireless Virtual Reality Setups,Virtual Reality; immersion; presence; Cybersickness; game experience; wireless; head-mounted display,68,40,28,16,49,21.43,4.773,3D Graphics - HMD VR,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,68,40,28,16,49,21.43,4.773,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,3,15,HMD Connection,Cable,No,52,,,,,,3.74,3.375,3.688,3.621,,0.375,0.606,0.798,0.375,,,,,,,0,Guilherme Gonçalves; Pedro Monteiro; Miguel Melo; José Vasconcelos-Raposo; Maximino Bessa,2020,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8977475/,,746,43929.88681,,,,,,,,,0,0,0,4,1,YES,,,15.023942,1.0731387,TRUE,6.18,2.4514616,5.3086157,1.0838654,1.2360001,0.6128654,1.3271539,1.0838654,3D Graphics - HMD VR,5-point,Fair,Each Study,Class IV,4,Class V,Class V,Class II,Class V
163,176,431,360 video journalism: experimental study on the effect of immersion on news experience and distant suffering,360� video;distant suffering;immersive journalism;multimethod design;presence;VR journalism,149,70,79,15,73,29.9,13.6,3D Graphics - Monoscopic,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,149,70,79,15,73,29.9,13.6,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA,,,4,15,Display,Video,No,149,,,,,,2.97,2.89,2.77,3.27,2.9,0.82,0.91,0.71,0.99,0.58,,,,,,11,Kristin Van Damme; Anissa All; Lieven De Marez & Sarah Van Leuven,2019,Journalism Studies,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1461670X.2018.1561208,https://scholar.google.com/scholar?cites=14097108024488776365&as_sdt=2005&sciodt=0;5&hl=en,374,43929.88681,,,,,,,,,11,11,3,4,1,YES,,,5.1476173,0.36768696,TRUE,3.2622485,1.0687248,-0.17838925,0.9950336,0.65244967,0.2671812,-0.044597313,0.9950336,3D Graphics - Monoscopic,5-point,Fair,Each Study,Class V,5,Class V,Class V,Class V,Class V
164,177,435,Virtual reality in training: an experimental study with firefighters,Virtual reality;Virtual training;Real world training;Firefighter training,25,,,17,35,21.36,,3D Graphics - HMD VR,Stereo sound,Education and training;Healthcare and clinical therapies;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,25,,,17,35,21.36,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,15,Condition,VE,No,7,,,,,,3.9,2.96,2.68,3.24,,0.45,0.8,0.64,0.31,,,,,,,0,David Narciso; Miguel Melo; José Vasconcelos Raposo; João Cunha & Maximino Bessa,2020,Multimedia Tools and Applications,Springer,https://link.springer.com/article/10.1007/s11042-019-08323-4,,867,43929.88681,,,,,,,,,0,0,0,5,1,YES,,,4.95,0.35357141,TRUE,6.75,-0.24,-1.92,0.35999998,1.35,-0.06,-0.48,0.35999998,3D Graphics - HMD VR,5-point,Fair,Each Study,Class V,5,Class IV,Class VI,Class VI,Class VI
165,178,436,The impact of olfactory and wind stimuli on 360 videos using head-mounted displays,Virtual reality; multisensory stimulation; presence; cybersickness; olfactory; tactile; immersion,48,30,18,18,51,24.5,6.624,3D Graphics - HMD VR,Stereo sound,Design and visualization;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,48,30,18,18,51,24.5,6.624,between-subject,each component,/Mean/SD/,Other,After,No,ANOVA; Pearson Correlation Test,,,3,15,Condition,360 video,No,48,,,,,,3.33,2.92,2.98,3.12,,0.4,0.77,0.69,0.44,,,,,,,1,David Narciso; Miguel Melo; José Vasconcelos-Raposo; Maximino Bessa,2020,ACM Transactions on Applied Perception,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3380903,https://scholar.google.com/scholar?cites=253786477375712610&as_sdt=2005&sciodt=0;5&hl=en,666,43929.88681,,,,,,,,,1,1,0,4,1,YES,,,5.41,0.38642856,TRUE,4,0.09999999,0.90000004,0.41,0.8,0.024999997,0.22500001,0.41,3D Graphics - HMD VR,5-point,Fair,Each Study,Class V,5,Class V,Class VI,Class IV,Class VI
166,179,439,Virtual Reality for training-The impact of smell on presence; cybersickness; fatigue; stress and knowledge transfer,Virtual Reality; Olfactory Sense; Multisensory Stimulation,24,,,20,33,25.38,4.073,3D Graphics - HMD VR,Stereo sound,Education and training;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,24,,,20,33,25.38,4.073,between-subject,each component,/Mean/SD/,Other,After,No,T Test,,,2,15,Condition,With Smell,No,24,,,,,,3.73,3.14,3.64,3.5,,0.44,0.91,0.63,0.47,,,,,,,0,David Narciso; Maximino Bessa; Miguel Melo; José Vasconcelos-Raposo,2019,2019 International Conference on Graphics and Interaction (ICGI),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8955071/,,714,43929.88681,CITATION,,,,,,,,0,0,0,4,1,YES,,,8.28,0.5914286,TRUE,5.3250003,-0.26999998,2.67,0.555,1.065,-0.067499995,0.6675,0.555,3D Graphics - HMD VR,5-point,Fair,Each Study,Class V,5,Class V,Class VI,Class III,Class VI
167,180,441,Development and Evaluation of a Simulation System of Electric-Powered Wheelchairs for Training Purposes,,20,,,18,36,,,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,20,,,18,36,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,Condition,Joystick,No,20,,,,,,5.34,4.53,3.75,5.4,,0.6,1.02,1.35,0.66,,,,,,,0,Kevin Antonio Hernandez Ossa,2018,Federal University of Espirito Santo Thesis,repositorio.ufes.br,http://repositorio.ufes.br/bitstream/10/10706/1/tese_11359_disserta%C3%A7%C3%A3o%20kevin.pdf,,290,43628,PDF,,,,,,,,0,0,0,1,1,YES,Simulator,5-point rating scale,25.095001,1.7924999,TRUE,12.825,6.1800003,3.5400002,2.55,2.565,1.5450001,0.88500005,2.55,3D Graphics - HMD VR,5-point,Fair,Each Study,Class II,2,Class I,Class II,Class III,Class I
168,181,443,The technization of self-care in hearing aid research,Sense of presence; plausibility; audiovisual environments; Grounded Theory,21,,,,,,,3D Graphics - Monoscopic,Unknown,Healthcare and clinical therapies;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,21,,,,,,,between-subject,each component,/Mean/SD/,Other,After,No,,,,2,15,Type,Class I,No,21,,,,,,3,3,2,2,,,,,,,,,,,,0,Richard Paluch; Melanie Krueger & Markus Meis,2018,dga-ev.com,,https://www.dga-ev.com/fileadmin/dga2018/site/data/final/0056.pdf,,45,43628,PDF,,,,,,,,0,0,0,3,,YES,,5-point rating scale,-2.857143,-0.20408162,TRUE,1.7857143,0,-3.142857,-1.5,0.35714287,0,-0.78571427,-1.5,3D Graphics - Monoscopic,5-point,Fair,Each Study,Class VI,6,Class VI,Class VI,Class VI,Class VI
171,183,453,Development and pilot test of a virtual reality system for electric powered wheelchair simulation,Wheelchair;Virtual Reality;Simulator,5,,,18,35,,,3D Graphics - HMD VR,Unknown,Design and visualization;Healthcare and clinical therapies;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,5,,,18,35,,,within-subject,each item,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,5,,,,,,3.96,3.25,3.15,5.2,,1.5,1.07,1.65,0.4,,,,,,,4,Kevin A. Hernandez-Ossa; Berthil Longo; Eduardo Montenegro-Couto; M. Alejandra Romero-Laiseca; Anselmo Frizera-Neto; Teodiano Bastos-Filho,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8122974/,https://scholar.google.com/scholar?cites=1007363978158490907&as_sdt=2005&sciodt=0;5&hl=en,55,43628,,,,,,,,,4,2,1,3,2,YES,,5-point rating scale,8.6,0.6142857,TRUE,4.8,1,0.6,2.2,0.9599999,0.25,0.15,2.2,3D Graphics - HMD VR,7-point,Fair,Each Study,Class V,5,Class V,Class V,Class IV,Class II
173,185,456,Virtual Reality in Education: Learning a Foreign Language,,12,,,12,15,13.67,0.745,3D Graphics - HMD VR,Stereo sound,Education and training;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,12,,,12,15,13.67,0.745,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,15,Condition,VR,No,24,,,,,,3.907,2.778,3.361,3.349,,0.394,0.845,0.458,0.362,,,,,,,3,Darque Pinto; Bruno Peixoto; Aliane Krassmann; Miguel Melo; Luciana Cabral; Maximino Bessa,2019,World Conference on Information Systems and Technologies,Springer,https://link.springer.com/chapter/10.1007/978-3-030-16187-3_57,https://scholar.google.com/scholar?cites=5130200142569269312&as_sdt=2005&sciodt=0;5&hl=en,1,43948.96376,,,,,,,,,3,3,1,5,1,There are still open questions about the effectiveness of Virtual Reality (VR) in Education when compared to conventional learning methods. This paper studies the feasibility of a VR-based learning tool and the possible differences in knowledge retention across a VR learning method and a conventional audio method; when it comes to learning a foreign language. Also; the students' sense of presence and satisfaction were studied. For such purpose; a user study was conducted and results revealed that while presence and �,,,4.3935,0.31382143,TRUE,4.56375,-1.6290001,1.191,0.26775002,0.91275,-0.40725002,0.29775,0.26775002,3D Graphics - HMD VR,5-point,Fair,Each Study,Class V,5,Class V,Class VI,Class IV,Class VI
174,186,458,Virtual Reality Simulator for Electric Powered Wheelchairs Using a Joystick,,5,,,18,36,,,3D Graphics - HMD VR,Unknown,Design and visualization;Healthcare and clinical therapies;Interaction techniques;Social Science and psychology,,Portugese,Not Sure,,,1,Study 1,,5,,,18,36,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Overall,No,5,,,,,,5.28,4.3,4.1,5.6,,0.47,0.94,1.37,0.49,,,,,,,0,K. A. Hernandez-Ossa; E. H. Montenegro-Couto; B. Longo; A. Frizera-Neto; T. Bastos-Filho,2019,XXVI Brazilian Congress on Biomedical Engineering,Springer,https://link.springer.com/chapter/10.1007/978-981-13-2119-1_112,,1,43948.97422,,,,,,,,,0,0,0,3,1,For some people with severe physical impairments; the main assistive device to improve their independence in activities of daily living and to enhance overall well-being is an electric powered wheelchair (EPW). However; a large number of wheelchair users find nearly impossible to drive with conventional EPW interfaces; so there is a necessity to offer users EPW training. In this work the SimCadRoM is presented. It is a virtual reality simulator for EPW safe driving learning purposes; testing of driving skills and performance; and testing �,,,23.6,1.6857144,TRUE,11.4,5.2,4.4,2.6,2.28,1.3,1.1,2.6,3D Graphics - HMD VR,7-point,Fair,Each Study,Class II,2,Class II,Class III,Class III,Class I
178,190,465,The implicit and explicit memory of static and interactive objects in virtual reality,Virtual Reality;Implicit memory;Explicit memory;Advertising,30,19,11,20,33,,,3D Graphics - HMD VR,Unknown,Design and visualization;Social Science and psychology,,Swedish,Not Sure,,,1,Study 1,,30,19,11,20,33,,,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,15,Condition,Overall,No,30,,,,,,4.7,3.4,2.8,4,,,,,,,,,,,,0,Petra Olsson,2019,KTH Royal Institute Of Technology Project,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/8fdf/b84a0ee9322b41ee3cfdeafda0d23348e5a4.pdf?_ga=2.55382252.671303588.1597475374-1841112331.1594991823,,1,43949.05223,,,,,,,,,0,0,0,1,1,Virtual reality applications are developing fast and break new grounds every day in new industries. In today's market; most of the virtual reality projects are funded by venture capitalists and are yet to produce any revenue. For an advertiser to be willing to advertise they must see some sort of value or possibility to receive revenue out of the intended commercial. Memory is a common measure of influence from a commercial. Therefore; this thesis aim was to investigate if the memory; in terms of implicit and explicit memory; was �,,,15.45,1.1035714,TRUE,12.75,2.4,-1.2,1.5,2.55,0.6,-0.3,1.5,3D Graphics - HMD VR,5-point,Fair,Each Study,Class IV,4,Class I,Class V,Class V,Class IV
180,192,471,Breaking The Experience: Effects of Questionnaires in VR User Studies,Virtual reality; VR; user studies; in-VR questionnaires;inVRQs; break in presence; surveys; biosignals; research,50,,8,,,26.08,4.39,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,50,,8,,,26.08,4.39,between-subject,each component,/Mean/SD/,Chart,After,No,ANOVA; t-tests,,,2,5,HifixInOut,LoFixOut,Yes,50,,,,,,4.444848485,3.544848485,2.222424242,3.897575758,,,,,,,,,,,,1,Susanne Putze; Dmitry  Alexandrovsky; Felix Putze; Sebastian Höffner; Jan David Smeddinck; Rainer Malaka,2020,CHI '20: Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3313831.3376144,"https://scholar.google.com/scholar?cites=758433559963929693&as_sdt=2005&sciodt=0,5&hl=en",744,8/13/2020 10:24,,,,,,,,,1,1,0,5,1,,,,15.38939394,1.099242424,TRUE,10.92828283,4.542626263,-1.628686869,1.547171717,2.185656566,1.135656566,-0.407171717,1.547171717,3D Graphics - HMD VR,6-point,,Each Study,Class IV,4,Class II,Class IV,Class VI,Class IV
182,194,473,Context-Based Interface Prototyping and Evaluation for (Shared) Autonomous Vehicles Using a Lightweight Immersive Video-Based Simulator,Shared Autonomous Vehicles; Public Transport; Prototyping; Simulation; Immersive Video; Evaluation; Human-Machine Interfaces; User Experience Design.,9,5,4,23,38,29.56,4.22,Projection Display,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 1,,9,5,4,23,38,29.56,4.22,within-subject,each component,/Mean/SD/,Other,After,No,,,,1,6,Condition,Condition,No,9,,,,,,4,3.36,2.93,3.56,,0.51,1.05,0.58,1.33,,,,,,,1,Lukas A. Flohr; Dominik Janetzko; Dieter P. Wallach; Sebastian C. Scholz; Antonio Krüger,2020,DIS '20: Proceedings of the 2020 ACM Designing Interactive Systems Conference,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357236.3395468,"https://scholar.google.com/scholar?cites=7678137560287914512&as_sdt=2005&sciodt=0,5&hl=en",683,8/13/2020 10:24,,,,,,,,,1,1,0,5,1,,,,6.72,0.48,TRUE,5,1.44,-0.28,0.56,1,0.36,-0.07,0.56,Projection Display,7-point,,Each Study,Class V,5,Class V,Class V,Class V,Class VI
182,195,478,Context-Based Interface Prototyping and Evaluation for (Shared) Autonomous Vehicles Using a Lightweight Immersive Video-Based Simulator,Shared Autonomous Vehicles; Public Transport; Prototyping; Simulation; Immersive Video; Evaluation; Human-Machine Interfaces; User Experience Design.,31,16,15,18,54,31.97,10.46,Projection Display,Stereo sound,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,2,Study 2,,31,16,15,18,54,31.97,10.46,within-subject,each component,/Mean/SD/,Other,After,No,,,,2,6,Actor,Without,No,31,,,,,,3.585,2.855,3.575,4.005,,1.125,1.205,1.075,1.55,,,,,,,1,Lukas A. Flohr; Dominik Janetzko; Dieter P. Wallach; Sebastian C. Scholz; Antonio Krüger,2020,DIS '20: Proceedings of the 2020 ACM Designing Interactive Systems Conference,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357236.3395468,"https://scholar.google.com/scholar?cites=7678137560287914512&as_sdt=2005&sciodt=0,5&hl=en",683,44056.4339,,,,,,,,,1,1,0,5,1,,,,5.65,0.403571429,TRUE,2.925,-0.58,2.3,1.005,0.585,-0.145,0.575,1.005,Projection Display,7-point,,Each Study,Class V,5,Class VI,Class VI,Class IV,Class V
183,196,480,Examining Design Choices of Questionnaires in VR User Studies,Virtual reality; VR; user studies; in-VR questionnaires; inVRQs; research methods,38,22,16,,,27,10.8,3D Graphics - HMD VR,Unknown,Interaction techniques;Social Science and psychology,,Not Mentioned,Not Sure,,,1,Study 1,,38,22,16,,,27,10.8,within-subject,each component,/Mean/SD/,Chart,After,No,T Test,,,2,6,VR,Out,No,38,,,,,,4.916666667,3.895833334,3.0625,4.583333333,,,,,,,,,,,,2,Dmitry Alexandrovsky; Susanne Putze; Michael Bonfert; Sebastian Höffner; Pitt Michelmann; Dirk Wenig; Rainer Malaka; Jan David Smeddinck,2020,CHI '20: Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3313831.3376260,"https://scholar.google.com/scholar?cites=6356507284648103921&as_sdt=2005&sciodt=0,5&hl=en",710,8/13/2020 10:24,,,,,,,,,2,2,1,4,1,,,,15,1.071428572,TRUE,9.583333333,3.583333334,0.25,1.583333333,1.916666667,0.895833334,0.0625,1.583333333,3D Graphics - HMD VR,7-point,,Each Study,Class IV,4,Class III,Class IV,Class IV,Class IV
